video_id,signer
movies/00/onska-00183-tecken.mp4,signer_2
movies/00/kidnappa-00184-tecken.mp4,signer_1
movies/00/ledsen-00185-tecken.mp4,signer_1
movies/00/var-00186-tecken.mp4,signer_15
movies/00/min-00187-tecken.mp4,signer_15
movies/00/mamma-00188-tecken.mp4,signer_2
movies/00/badkar-00189-tecken.mp4,signer_15
movies/00/jugoslavien-00190-tecken.mp4,signer_1
movies/00/inbjuda-00191-tecken.mp4,signer_2
movies/00/valkommen-00192-tecken.mp4,signer_15
movies/00/fa-00193-tecken.mp4,signer_15
movies/00/inspelning-00194-tecken.mp4,signer_1
movies/00/oss-emellan-00195-tecken.mp4,signer_1
movies/00/relation-00196-tecken.mp4,signer_1
movies/00/sida-00197-tecken.mp4,signer_2
movies/00/garanti-00198-tecken.mp4,signer_1
movies/00/synd-om-00199-tecken.mp4,signer_1
movies/00/gast-00200-tecken.mp4,signer_2
movies/00/fornam-00201-tecken.mp4,signer_1
movies/00/dod-00202-tecken.mp4,signer_1
movies/00/student-00203-tecken.mp4,signer_1
movies/00/alskare-00206-tecken.mp4,signer_1
movies/00/vanta-00207-tecken.mp4,signer_8
movies/00/mage-00209-tecken.mp4,signer_15
movies/00/ma-illa-00210-tecken.mp4,signer_2
movies/00/overkord-00211-tecken.mp4,signer_1
movies/00/australien-00212-tecken.mp4,signer_1
movies/00/kanguru-00213-tecken.mp4,signer_2
movies/00/missfall-00214-tecken.mp4,signer_1
movies/00/skinka-00215-tecken.mp4,signer_2
movies/00/avundsjuk-00216-tecken.mp4,signer_15
movies/00/ficka-00217-tecken.mp4,signer_8
movies/00/forman-00218-tecken.mp4,signer_15
movies/00/mastare-00219-tecken.mp4,signer_1
movies/00/amputera-ben-00220-tecken.mp4,signer_1
movies/00/hund-00222-tecken.mp4,signer_1
movies/00/vagg-00223-tecken.mp4,signer_15
movies/00/att-00224-tecken.mp4,signer_8
movies/00/servera-00225-tecken.mp4,signer_1
movies/00/servitris-00226-tecken.mp4,signer_8
movies/00/vast-00227-tecken.mp4,signer_1
movies/00/hugga-00228-tecken.mp4,signer_2
movies/00/yxa-00229-tecken.mp4,signer_15
movies/00/ost-00230-tecken.mp4,signer_2
movies/00/hoger-00231-tecken.mp4,signer_2
movies/00/dal-00232-tecken.mp4,signer_15
movies/00/direkt-00233-tecken.mp4,signer_8
movies/00/fisk-00234-tecken.mp4,signer_2
movies/00/sida-00235-tecken.mp4,signer_1
movies/00/vanster-00236-tecken.mp4,signer_2
movies/00/tigga-00237-tecken.mp4,signer_8
movies/00/begara-00238-tecken.mp4,signer_15
movies/00/ar-00239-tecken.mp4,signer_2
movies/00/att-vara-00240-tecken.mp4,signer_15
movies/00/niva-00243-tecken.mp4,signer_0
movies/00/hylla-00244-tecken.mp4,signer_3
movies/00/damma-00245-tecken.mp4,signer_0
movies/00/trappa-00246-tecken.mp4,signer_15
movies/00/hog-00247-tecken.mp4,signer_15
movies/00/uppvaxt-00248-tecken.mp4,signer_1
movies/00/vaxa-upp-00249-tecken.mp4,signer_1
movies/00/avgora-00250-tecken.mp4,signer_0
movies/00/final-00251-tecken.mp4,signer_1
movies/00/sla-vad-00252-tecken.mp4,signer_1
movies/00/vuxen-00253-tecken.mp4,signer_8
movies/00/lag-00254-tecken.mp4,signer_2
movies/00/barn-00257-tecken.mp4,signer_8
movies/00/mala-00258-tecken.mp4,signer_15
movies/00/gard-00259-tecken.mp4,signer_0
movies/00/marknad-00260-tecken.mp4,signer_0
movies/00/miljo-00261-tecken.mp4,signer_0
movies/00/omrade-00262-tecken.mp4,signer_15
movies/00/park-00263-tecken.mp4,signer_0
movies/00/vanda-upp-00264-tecken.mp4,signer_1
movies/00/mitt-pa-dagen-00265-tecken.mp4,signer_2
movies/00/resa-runt-00266-tecken.mp4,signer_1
movies/00/ungefar-00267-tecken.mp4,signer_8
movies/00/tid-00268-tecken.mp4,signer_1
movies/00/mycket-bra-00269-tecken.mp4,signer_0
movies/00/januari-00270-tecken.mp4,signer_3
movies/00/soder-00271-tecken.mp4,signer_15
movies/00/kust-00272-tecken.mp4,signer_8
movies/00/ge-en-orfil-00273-tecken.mp4,signer_1
movies/00/nej-00274-tecken.mp4,signer_0
movies/00/din-00275-tecken.mp4,signer_15
movies/00/borta-00276-tecken.mp4,signer_2
movies/00/lasa-00277-tecken.mp4,signer_1
movies/00/varsagod-00278-tecken.mp4,signer_15
movies/00/vanda-sig-till-00279-tecken.mp4,signer_1
movies/00/aterbud-00280-tecken.mp4,signer_15
movies/00/spegel-00282-tecken.mp4,signer_2
movies/00/norr-00283-tecken.mp4,signer_15
movies/00/soder-00284-tecken.mp4,signer_15
movies/00/avvisa-00285-tecken.mp4,signer_8
movies/00/klocka-00286-tecken.mp4,signer_15
movies/00/hasch-00287-tecken.mp4,signer_1
movies/00/arbetskamrat-00288-tecken.mp4,signer_1
movies/00/efter-00289-tecken.mp4,signer_8
movies/00/framfor-00290-tecken.mp4,signer_2
movies/00/utanfor-00291-tecken.mp4,signer_1
movies/00/oppna-00292-tecken.mp4,signer_15
movies/00/retur-00293-tecken.mp4,signer_15
movies/00/tillbaka-00294-tecken.mp4,signer_15
movies/00/aterkomma-00296-tecken.mp4,signer_1
movies/00/bakom-00297-tecken.mp4,signer_8
movies/00/fore-00298-tecken.mp4,signer_2
movies/00/innan-00299-tecken.mp4,signer_2
movies/00/roll-00300-tecken.mp4,signer_1
movies/00/skadespelare-00301-tecken.mp4,signer_1
movies/00/spela-teater-00302-tecken.mp4,signer_1
movies/00/teater-00303-tecken.mp4,signer_1
movies/00/dator-00304-tecken.mp4,signer_15
movies/00/port-00306-tecken.mp4,signer_8
movies/00/komma-fram-00307-tecken.mp4,signer_2
movies/07/versalgemen-07801-tecken.mp4,signer_1
movies/00/fardig-00310-tecken.mp4,signer_1
movies/00/slut-00311-tecken.mp4,signer_1
movies/00/sluta-00312-tecken.mp4,signer_2
movies/00/beredd-00315-tecken.mp4,signer_2
movies/00/forbereda-sig-00316-tecken.mp4,signer_2
movies/00/redan-00317-tecken.mp4,signer_2
movies/00/racka-00318-tecken.mp4,signer_1
movies/00/skada-00319-tecken.mp4,signer_1
movies/00/fran-00320-tecken.mp4,signer_15
movies/00/efter-00322-tecken.mp4,signer_2
movies/00/stalld-00326-tecken.mp4,signer_15
movies/00/svarslos-00327-tecken.mp4,signer_2
movies/00/till-00328-tecken.mp4,signer_15
movies/00/forhinder-00329-tecken.mp4,signer_4
movies/00/berattelse-00330-tecken.mp4,signer_2
movies/00/fortsatta-00331-tecken.mp4,signer_8
movies/00/amortera-00332-tecken.mp4,signer_1
movies/00/beratta-00333-tecken.mp4,signer_8
movies/00/bordtennis-00334-tecken.mp4,signer_2
movies/00/av-00335-tecken.mp4,signer_8
movies/00/grava-00336-tecken.mp4,signer_1
movies/00/avstangd-00337-tecken.mp4,signer_2
movies/00/undvika-00338-tecken.mp4,signer_1
movies/00/tidning-00339-tecken.mp4,signer_2
movies/00/slut-00340-tecken.mp4,signer_2
movies/00/full-00341-tecken.mp4,signer_1
movies/09/sida-09111-tecken.mp4,signer_0
movies/00/sockor-00343-tecken.mp4,signer_1
movies/00/katt-00344-tecken.mp4,signer_15
movies/00/straff-00345-tecken.mp4,signer_1
movies/00/genomsnitt-00346-tecken.mp4,signer_2
movies/00/klara-sig-undan-00349-tecken.mp4,signer_1
movies/00/firma-00350-tecken.mp4,signer_2
movies/14/forlag-14927-tecken.mp4,signer_4
movies/00/hindra-00352-tecken.mp4,signer_1
movies/00/stora-00353-tecken.mp4,signer_8
movies/00/halsa-pa-00354-tecken.mp4,signer_1
movies/00/konjak-00355-tecken.mp4,signer_2
movies/00/sag-00356-tecken.mp4,signer_0
movies/00/flagga-00357-tecken.mp4,signer_2
movies/00/na-00358-tecken.mp4,signer_2
movies/14/lockout-14649-tecken.mp4,signer_4
movies/00/stang-00360-tecken.mp4,signer_15
movies/00/favorit-00361-tecken.mp4,signer_2
movies/00/avsluta-00362-tecken.mp4,signer_8
movies/00/varv-00364-tecken.mp4,signer_3
movies/00/bestamma-00365-tecken.mp4,signer_1
movies/00/galla-00366-tecken.mp4,signer_15
movies/00/lagom-00367-tecken.mp4,signer_15
movies/00/riktig-00368-tecken.mp4,signer_0
movies/00/stamma-00369-tecken.mp4,signer_1
movies/00/avdelning-00371-tecken.mp4,signer_1
movies/00/dela-00372-tecken.mp4,signer_1
movies/00/sopa-00373-tecken.mp4,signer_1
movies/00/mellan-00374-tecken.mp4,signer_15
movies/00/ungefar-00375-tecken.mp4,signer_1
movies/00/gora-sig-av-med-00376-tecken.mp4,signer_8
movies/00/vodka-00377-tecken.mp4,signer_2
movies/00/dela-00378-tecken.mp4,signer_15
movies/00/halv-00379-tecken.mp4,signer_8
movies/00/ugnspannkaka-00380-tecken.mp4,signer_1
movies/00/bladdra-00381-tecken.mp4,signer_8
movies/00/utan-00382-tecken.mp4,signer_8
movies/00/direkt-00383-tecken.mp4,signer_15
movies/00/i-rad-00384-tecken.mp4,signer_15
movies/00/tyg-00385-tecken.mp4,signer_2
movies/00/absolut-00386-tecken.mp4,signer_1
movies/00/ratt-00387-tecken.mp4,signer_15
movies/00/saker-00388-tecken.mp4,signer_2
movies/00/bestamd-00389-tecken.mp4,signer_1
movies/00/konkurs-00390-tecken.mp4,signer_15
movies/00/bank-00391-tecken.mp4,signer_1
movies/00/garage-00393-tecken.mp4,signer_15
movies/00/avbryta-00394-tecken.mp4,signer_8
movies/00/gora-nagot-i-smyg-00395-tecken.mp4,signer_2
movies/00/smuggla-00396-tecken.mp4,signer_0
movies/00/spara-ur-00399-tecken.mp4,signer_15
movies/00/halla-samma-linje-00400-tecken.mp4,signer_2
movies/00/genom-00402-tecken.mp4,signer_15
movies/00/genomfora-00403-tecken.mp4,signer_2
movies/00/genomsnitt-00404-tecken.mp4,signer_15
movies/00/linje-00405-tecken.mp4,signer_2
movies/00/geografi-00406-tecken.mp4,signer_15
movies/00/ploja-00408-tecken.mp4,signer_2
movies/00/avboka-00409-tecken.mp4,signer_1
movies/00/dop-00410-tecken.mp4,signer_6
movies/00/ligga-00411-tecken.mp4,signer_2
movies/00/pannkaka-00412-tecken.mp4,signer_2
movies/00/cement-00413-tecken.mp4,signer_15
movies/00/manad-00414-tecken.mp4,signer_15
movies/00/land-00416-tecken.mp4,signer_2
movies/00/national-00417-tecken.mp4,signer_8
movies/00/landet-00418-tecken.mp4,signer_15
movies/00/gron-00419-tecken.mp4,signer_1
movies/00/gradde-00420-tecken.mp4,signer_2
movies/00/bilaga-00421-tecken.mp4,signer_0
movies/00/ugn-00422-tecken.mp4,signer_2
movies/00/motion-00423-tecken.mp4,signer_8
movies/00/anbud-00424-tecken.mp4,signer_3
movies/00/forslag-00425-tecken.mp4,signer_1
movies/00/lagga-00427-tecken.mp4,signer_2
movies/00/jamn-00428-tecken.mp4,signer_2
movies/00/slipa-00429-tecken.mp4,signer_1
movies/00/baver-00430-tecken.mp4,signer_2
movies/00/omrade-00431-tecken.mp4,signer_2
movies/00/an-00432-tecken.mp4,signer_8
movies/00/brod-00434-tecken.mp4,signer_1
movies/00/hog-00435-tecken.mp4,signer_2
movies/00/upplaga-00436-tecken.mp4,signer_2
movies/00/andra-sig-00437-tecken.mp4,signer_2
movies/00/vara-opalitlig-00438-tecken.mp4,signer_2
movies/00/tolk-00439-tecken.mp4,signer_15
movies/00/tolka-00440-tecken.mp4,signer_1
movies/00/hel-00441-tecken.mp4,signer_15
movies/00/ren-00442-tecken.mp4,signer_8
movies/00/felfri-00443-tecken.mp4,signer_8
movies/00/renovera-00445-tecken.mp4,signer_2
movies/00/stada-00446-tecken.mp4,signer_8
movies/00/sliten-00447-tecken.mp4,signer_8
movies/00/brev-00449-tecken.mp4,signer_2
movies/02/buffe-02425-tecken.mp4,signer_0
movies/00/gra-00451-tecken.mp4,signer_0
movies/00/aldrig-00452-tecken.mp4,signer_3
movies/00/tom-00453-tecken.mp4,signer_8
movies/00/fa-tji-00454-tecken.mp4,signer_8
movies/00/mer-00456-tecken.mp4,signer_2
movies/00/dispens-00457-tecken.mp4,signer_1
movies/00/utom-00458-tecken.mp4,signer_2
movies/00/rally-00460-tecken.mp4,signer_1
movies/00/arkiv-00461-tecken.mp4,signer_2
movies/00/spara-00462-tecken.mp4,signer_2
movies/00/gomma-00463-tecken.mp4,signer_15
movies/00/under-00464-tecken.mp4,signer_1
movies/00/salva-00465-tecken.mp4,signer_2
movies/00/full-00466-tecken.mp4,signer_2
movies/00/fylla-pa-00467-tecken.mp4,signer_2
movies/00/max-00468-tecken.mp4,signer_1
movies/00/pa-00469-tecken.mp4,signer_1
movies/00/lakarmottagning-00470-tecken.mp4,signer_1
movies/11/turistbyra-11316-tecken.mp4,signer_4
movies/00/over-00472-tecken.mp4,signer_2
movies/00/grund-00473-tecken.mp4,signer_1
movies/00/hamnas-00474-tecken.mp4,signer_2
movies/00/hamn-00475-tecken.mp4,signer_2
movies/00/kopia-00477-tecken.mp4,signer_2
movies/15/mangel-15693-tecken.mp4,signer_4
movies/13/tofflor-13089-tecken.mp4,signer_4
movies/00/smor-00480-tecken.mp4,signer_2
movies/00/smorgas-00481-tecken.mp4,signer_2
movies/00/limma-00482-tecken.mp4,signer_2
movies/01/mala-01296-tecken.mp4,signer_1
movies/00/vantar-00484-tecken.mp4,signer_1
movies/00/avklarat-00485-tecken.mp4,signer_1
movies/00/utan-att-nagon-vet-00486-tecken.mp4,signer_1
movies/00/for-sent-00487-tecken.mp4,signer_0
movies/00/formiddag-00488-tecken.mp4,signer_15
movies/00/spackla-00489-tecken.mp4,signer_1
movies/00/eftermiddag-00490-tecken.mp4,signer_0
movies/14/gaspedal-14856-tecken.mp4,signer_4
movies/09/koppling-09081-tecken.mp4,signer_0
movies/00/batteri-00493-tecken.mp4,signer_3
movies/00/starta-foretag-00494-tecken.mp4,signer_2
movies/00/deltaga-00495-tecken.mp4,signer_1
movies/00/medlem-00496-tecken.mp4,signer_1
movies/00/fa-tji-00497-tecken.mp4,signer_2
movies/00/diskvalificera-00500-tecken.mp4,signer_2
movies/00/fa-sparken-00501-tecken.mp4,signer_1
movies/00/utesluta-00502-tecken.mp4,signer_8
movies/00/kock-00503-tecken.mp4,signer_2
movies/00/stjarngosse-00504-tecken.mp4,signer_0
movies/00/asna-00506-tecken.mp4,signer_1
movies/00/perspektiv-00507-tecken.mp4,signer_1
movies/00/trosta-00508-tecken.mp4,signer_1
movies/00/luft-00509-tecken.mp4,signer_1
movies/00/torka-00510-tecken.mp4,signer_1
movies/00/tvatta-00511-tecken.mp4,signer_8
movies/00/ljus-00512-tecken.mp4,signer_2
movies/02/lasa-igenom-02053-tecken.mp4,signer_2
movies/00/kvall-00514-tecken.mp4,signer_1
movies/00/mork-00515-tecken.mp4,signer_2
movies/00/natt-00516-tecken.mp4,signer_2
movies/00/dygn-00518-tecken.mp4,signer_15
movies/00/for-mycket-00520-tecken.mp4,signer_1
movies/00/sjunga-00521-tecken.mp4,signer_1
movies/00/passjuka-00522-tecken.mp4,signer_2
movies/00/krama-00523-tecken.mp4,signer_1
movies/00/andas-00525-tecken.mp4,signer_3
movies/00/kondition-00526-tecken.mp4,signer_2
movies/00/oppet-00527-tecken.mp4,signer_2
movies/00/uniform-00528-tecken.mp4,signer_2
movies/00/bada-00529-tecken.mp4,signer_1
movies/00/i-form-00531-tecken.mp4,signer_2
movies/00/intresserad-00532-tecken.mp4,signer_2
movies/00/trivas-00533-tecken.mp4,signer_2
movies/00/vilja-00534-tecken.mp4,signer_2
movies/00/deprimerad-00535-tecken.mp4,signer_2
movies/00/trygg-00537-tecken.mp4,signer_1
movies/00/smal-00538-tecken.mp4,signer_2
movies/00/sluten-00539-tecken.mp4,signer_0
movies/00/artig-00540-tecken.mp4,signer_1
movies/00/lyda-00541-tecken.mp4,signer_1
movies/00/tycker-inte-om-00542-tecken.mp4,signer_2
movies/00/jacka-00544-tecken.mp4,signer_2
movies/00/fylla-ar-00545-tecken.mp4,signer_1
movies/00/fodelsedag-00546-tecken.mp4,signer_1
movies/00/kalv-00547-tecken.mp4,signer_1
movies/00/anka-00548-tecken.mp4,signer_1
movies/00/sal-00549-tecken.mp4,signer_2
movies/00/svalt-00551-tecken.mp4,signer_1
movies/00/langtrakigt-00552-tecken.mp4,signer_0
movies/00/kjol-00553-tecken.mp4,signer_1
movies/00/shorts-00554-tecken.mp4,signer_1
movies/00/byxor-00555-tecken.mp4,signer_1
movies/00/dans-00556-tecken.mp4,signer_2
movies/00/bygga-00557-tecken.mp4,signer_2
movies/00/kvarn-00560-tecken.mp4,signer_2
movies/00/varfor-00561-tecken.mp4,signer_1
movies/00/arbete-00562-tecken.mp4,signer_2
movies/00/gora-00563-tecken.mp4,signer_2
movies/00/val-00564-tecken.mp4,signer_2
movies/00/gardin-00565-tecken.mp4,signer_2
movies/16/tyg-16348-tecken.mp4,signer_4
movies/00/fjaril-00567-tecken.mp4,signer_2
movies/00/arbetslos-00568-tecken.mp4,signer_2
movies/00/fyrkantig-00569-tecken.mp4,signer_1
movies/00/kassor-00570-tecken.mp4,signer_1
movies/00/paket-00571-tecken.mp4,signer_1
movies/00/meditera-00572-tecken.mp4,signer_1
movies/00/baby-00573-tecken.mp4,signer_2
movies/08/bli-av-med-08284-tecken.mp4,signer_4
movies/00/formedla-00575-tecken.mp4,signer_2
movies/00/samarbeta-00577-tecken.mp4,signer_1
movies/00/umgas-00578-tecken.mp4,signer_1
movies/00/och-00579-tecken.mp4,signer_1
movies/00/bygga-00580-tecken.mp4,signer_1
movies/00/frisk-00581-tecken.mp4,signer_0
movies/13/trappa-13176-tecken.mp4,signer_4
movies/00/horn-00583-tecken.mp4,signer_2
movies/00/horna-00584-tecken.mp4,signer_2
movies/00/ordna-00585-tecken.mp4,signer_3
movies/00/forbereda-00586-tecken.mp4,signer_2
movies/00/gata-00587-tecken.mp4,signer_1
movies/00/vag-00588-tecken.mp4,signer_2
movies/00/bat-00589-tecken.mp4,signer_2
movies/00/ploga-00591-tecken.mp4,signer_1
movies/00/motivation-00592-tecken.mp4,signer_1
movies/00/tval-00593-tecken.mp4,signer_1
movies/00/person-00594-tecken.mp4,signer_2
movies/00/garderob-00595-tecken.mp4,signer_2
movies/00/smal-00596-tecken.mp4,signer_1
movies/00/ordentlig-00597-tecken.mp4,signer_1
movies/00/soppa-00599-tecken.mp4,signer_1
movies/00/dike-00600-tecken.mp4,signer_2
movies/00/forkorta-00601-tecken.mp4,signer_2
movies/00/kort-00602-tecken.mp4,signer_2
movies/00/mindre-00603-tecken.mp4,signer_1
movies/00/liten-00604-tecken.mp4,signer_0
movies/00/valp-00605-tecken.mp4,signer_0
movies/00/laka-00606-tecken.mp4,signer_2
movies/00/stor-00607-tecken.mp4,signer_1
movies/00/bryta-ett-lofte-00608-tecken.mp4,signer_2
movies/00/helg-00609-tecken.mp4,signer_15
movies/00/bok-00610-tecken.mp4,signer_0
movies/00/broschyr-00611-tecken.mp4,signer_2
movies/00/planbok-00612-tecken.mp4,signer_2
movies/00/bokbinderi-00613-tecken.mp4,signer_2
movies/00/skillnad-00615-tecken.mp4,signer_2
movies/00/plugga-00616-tecken.mp4,signer_2
movies/00/gryta-00618-tecken.mp4,signer_2
movies/00/formedla-00619-tecken.mp4,signer_2
movies/05/servera-05540-tecken.mp4,signer_4
movies/00/elda-00621-tecken.mp4,signer_2
movies/00/eldare-00622-tecken.mp4,signer_2
movies/00/morgon-00623-tecken.mp4,signer_1
movies/00/latt-00624-tecken.mp4,signer_2
movies/00/hjalpa-00625-tecken.mp4,signer_1
movies/00/inviga-00626-tecken.mp4,signer_1
movies/00/viga-00627-tecken.mp4,signer_6
movies/00/uppmuntra-00629-tecken.mp4,signer_1
movies/00/latt-00631-tecken.mp4,signer_2
movies/00/dag-00632-tecken.mp4,signer_15
movies/00/bordlagga-00634-tecken.mp4,signer_1
movies/00/nedlagga-00635-tecken.mp4,signer_1
movies/00/balans-00636-tecken.mp4,signer_8
movies/00/vag-00638-tecken.mp4,signer_2
movies/00/jamfora-00640-tecken.mp4,signer_8
movies/00/ganska-00641-tecken.mp4,signer_8
movies/00/lagom-00642-tecken.mp4,signer_15
movies/00/ungefar-00643-tecken.mp4,signer_2
movies/00/vad-00644-tecken.mp4,signer_15
movies/00/inte-00646-tecken.mp4,signer_1
movies/00/bjuda-00648-tecken.mp4,signer_1
movies/00/visa-00649-tecken.mp4,signer_2
movies/00/utan-00650-tecken.mp4,signer_1
movies/00/utom-00651-tecken.mp4,signer_2
movies/00/forvanta-00652-tecken.mp4,signer_2
movies/00/sakna-00653-tecken.mp4,signer_2
movies/00/vanta-pa-00654-tecken.mp4,signer_8
movies/00/ingenting-00656-tecken.mp4,signer_2
movies/00/vaffla-00657-tecken.mp4,signer_2
movies/00/tvilling-00658-tecken.mp4,signer_1
movies/00/dalig-00659-tecken.mp4,signer_2
movies/00/jamnt-00661-tecken.mp4,signer_8
movies/00/oavgjord-00662-tecken.mp4,signer_0
movies/00/hylla-00663-tecken.mp4,signer_2
movies/00/bord-00664-tecken.mp4,signer_0
movies/00/simma-00666-tecken.mp4,signer_1
movies/00/skilja-00667-tecken.mp4,signer_1
movies/00/mossa-00003-tecken.mp4,signer_15
movies/00/indien-00004-tecken.mp4,signer_0
movies/00/himmel-00005-tecken.mp4,signer_2
movies/00/forstar-inte-00006-tecken.mp4,signer_3
movies/00/ansikte-00007-tecken.mp4,signer_0
movies/00/mimik-00008-tecken.mp4,signer_0
movies/00/yngst-00009-tecken.mp4,signer_0
movies/00/bjorn-00010-tecken.mp4,signer_0
movies/00/fjaska-00101-tecken.mp4,signer_2
movies/00/presentera-00102-tecken.mp4,signer_2
movies/00/fa-tyst-pa-00103-tecken.mp4,signer_2
movies/00/groda-00104-tecken.mp4,signer_15
movies/00/sjo-00105-tecken.mp4,signer_15
movies/00/racka-00106-tecken.mp4,signer_15
movies/00/tillrackligt-00107-tecken.mp4,signer_15
movies/00/njuta-00109-tecken.mp4,signer_15
movies/00/fa-nog-00110-tecken.mp4,signer_15
movies/00/dotter-00111-tecken.mp4,signer_1
movies/00/for-sakerhets-skull-00112-tecken.mp4,signer_15
movies/00/igelkott-00113-tecken.mp4,signer_3
movies/00/mode-00114-tecken.mp4,signer_2
movies/00/belgien-00116-tecken.mp4,signer_1
movies/00/hander-inget-00117-tecken.mp4,signer_15
movies/00/behover-inte-00118-tecken.mp4,signer_1
movies/00/dinosaurie-00120-tecken.mp4,signer_1
movies/00/allvar-00121-tecken.mp4,signer_0
movies/00/massan-00122-tecken.mp4,signer_1
movies/00/vem-00123-tecken.mp4,signer_2
movies/00/vilken-00124-tecken.mp4,signer_1
movies/00/lussekatt-00127-tecken.mp4,signer_1
movies/00/kudde-00128-tecken.mp4,signer_1
movies/00/nacke-00129-tecken.mp4,signer_1
movies/00/bibliotek-00130-tecken.mp4,signer_2
movies/00/kat-00131-tecken.mp4,signer_2
movies/00/vatten-00132-tecken.mp4,signer_3
movies/00/hata-00133-tecken.mp4,signer_8
movies/00/kalsong-00134-tecken.mp4,signer_15
movies/00/avratta-00135-tecken.mp4,signer_15
movies/00/knekt-00136-tecken.mp4,signer_1
movies/00/dialekt-00137-tecken.mp4,signer_2
movies/00/torstig-00139-tecken.mp4,signer_15
movies/00/lakan-00140-tecken.mp4,signer_15
movies/00/bli-samre-00142-tecken.mp4,signer_2
movies/00/ombud-00143-tecken.mp4,signer_15
movies/00/italien-00144-tecken.mp4,signer_1
movies/00/personal-00145-tecken.mp4,signer_1
movies/00/service-00146-tecken.mp4,signer_15
movies/00/svag-00147-tecken.mp4,signer_2
movies/00/fardtjanst-00148-tecken.mp4,signer_2
movies/00/ved-00150-tecken.mp4,signer_15
movies/00/amputera-00151-tecken.mp4,signer_6
movies/00/spanien-00152-tecken.mp4,signer_4
movies/00/vanster-00153-tecken.mp4,signer_2
